cohort,site,siteState,family,roleOrKind,slug,titleOrQuery,url,clicks,impressions,ctr,position,band,decision,immediateContentMutation,earliestActionDate,reason
expansion757,smarthome,recovery,smart-water-shutoff-valves,ownership,smart-water-shutoff-valves-ownership-cost-and-maintenance,Smart Water Shutoff Valves: Ownership Cost and Maintenance,https://smarthome.madabase.com/guides/smart-water-shutoff-valves-ownership-cost-and-maintenance,0,7,0%,51.29,position-40-plus,retarget-or-merge-review,hold,rollout-complete-plus-3-days,"Deep visibility requires an exact-query and family-overlap decision before any retarget, merge or canonical change."
expansion757,smarthome,recovery,smart-water-shutoff-valves,workflow,smart-water-shutoff-valves-setup-and-daily-workflow,Smart Water Shutoff Valves: Setup and Daily Workflow,https://smarthome.madabase.com/guides/smart-water-shutoff-valves-setup-and-daily-workflow,0,21,0%,45.52,position-40-plus,retarget-or-merge-review,hold,rollout-complete-plus-3-days,"Deep visibility requires an exact-query and family-overlap decision before any retarget, merge or canonical change."
expansion757,smarthome,recovery,smart-irrigation-controllers,buying,smart-irrigation-controllers-buying-guide,Smart Irrigation Controllers Buying Guide,https://smarthome.madabase.com/guides/smart-irrigation-controllers-buying-guide,0,0,0%,,zero-impression,family-merge-or-demand-review,hold,2026-08-23,"The URL has zero impressions and belongs to a site hit by the update; review family overlap, real demand and canonical choice at Day 14 without deleting it during rollout."
expansion757,smarthome,recovery,smart-irrigation-controllers,comparison,smart-irrigation-controllers-vs-alternatives,Smart Irrigation Controllers vs. weather-based standalone timers,https://smarthome.madabase.com/guides/smart-irrigation-controllers-vs-alternatives,0,10,0%,48.3,position-40-plus,retarget-or-merge-review,hold,rollout-complete-plus-3-days,"Deep visibility requires an exact-query and family-overlap decision before any retarget, merge or canonical change."
expansion757,smarthome,recovery,smart-irrigation-controllers,fit,smart-irrigation-controllers-compatibility-and-fit-guide,Smart Irrigation Controllers: Compatibility and Fit Guide,https://smarthome.madabase.com/guides/smart-irrigation-controllers-compatibility-and-fit-guide,0,2,0%,9,top-10,protect-emerging-ranking,hold,now-protection-only,The page has an emerging top-ten position; preserve its exact intent and supporting path during rollout.
expansion757,smarthome,recovery,smart-irrigation-controllers,ownership,smart-irrigation-controllers-ownership-cost-and-maintenance,Smart Irrigation Controllers: Ownership Cost and Maintenance,https://smarthome.madabase.com/guides/smart-irrigation-controllers-ownership-cost-and-maintenance,0,2,0%,7.5,top-10,protect-emerging-ranking,hold,now-protection-only,The page has an emerging top-ten position; preserve its exact intent and supporting path during rollout.
expansion757,smarthome,recovery,smart-irrigation-controllers,workflow,smart-irrigation-controllers-setup-and-daily-workflow,Smart Irrigation Controllers: Setup and Daily Workflow,https://smarthome.madabase.com/guides/smart-irrigation-controllers-setup-and-daily-workflow,0,2,0%,20.5,position-21-40,query-fit-and-evidence-review,hold,rollout-complete-plus-3-days,"Mid-pack visibility on an affected host needs exact query-fit review after rollout, not a broad template rewrite."
expansion757,smarthome,recovery,matter-hubs-bridges,buying,matter-hubs-bridges-buying-guide,Matter Hubs and Bridges Buying Guide,https://smarthome.madabase.com/guides/matter-hubs-bridges-buying-guide,0,1,0%,61,position-40-plus,retarget-or-merge-review,hold,rollout-complete-plus-3-days,"Deep visibility requires an exact-query and family-overlap decision before any retarget, merge or canonical change."
expansion757,smarthome,recovery,matter-hubs-bridges,comparison,matter-hubs-bridges-vs-alternatives,Matter Hubs and Bridges vs. platform-native controllers,https://smarthome.madabase.com/guides/matter-hubs-bridges-vs-alternatives,0,8,0%,34.25,position-21-40,query-fit-and-evidence-review,hold,rollout-complete-plus-3-days,"Mid-pack visibility on an affected host needs exact query-fit review after rollout, not a broad template rewrite."
expansion757,smarthome,recovery,matter-hubs-bridges,fit,matter-hubs-bridges-compatibility-and-fit-guide,Matter Hubs and Bridges: Compatibility and Fit Guide,https://smarthome.madabase.com/guides/matter-hubs-bridges-compatibility-and-fit-guide,0,4,0%,66.25,position-40-plus,retarget-or-merge-review,hold,rollout-complete-plus-3-days,"Deep visibility requires an exact-query and family-overlap decision before any retarget, merge or canonical change."
expansion757,smarthome,recovery,matter-hubs-bridges,ownership,matter-hubs-bridges-ownership-cost-and-maintenance,Matter Hubs and Bridges: Ownership Cost and Maintenance,https://smarthome.madabase.com/guides/matter-hubs-bridges-ownership-cost-and-maintenance,0,0,0%,,zero-impression,family-merge-or-demand-review,hold,2026-08-23,"The URL has zero impressions and belongs to a site hit by the update; review family overlap, real demand and canonical choice at Day 14 without deleting it during rollout."
expansion757,smarthome,recovery,matter-hubs-bridges,workflow,matter-hubs-bridges-setup-and-daily-workflow,Matter Hubs and Bridges: Setup and Daily Workflow,https://smarthome.madabase.com/guides/matter-hubs-bridges-setup-and-daily-workflow,0,5,0%,75,position-40-plus,retarget-or-merge-review,hold,rollout-complete-plus-3-days,"Deep visibility requires an exact-query and family-overlap decision before any retarget, merge or canonical change."
expansion757,smarthome,recovery,smart-scene-buttons,buying,smart-scene-buttons-buying-guide,Smart Scene Buttons Buying Guide,https://smarthome.madabase.com/guides/smart-scene-buttons-buying-guide,0,0,0%,,zero-impression,family-merge-or-demand-review,hold,2026-08-23,"The URL has zero impressions and belongs to a site hit by the update; review family overlap, real demand and canonical choice at Day 14 without deleting it during rollout."
expansion757,smarthome,recovery,smart-scene-buttons,comparison,smart-scene-buttons-vs-alternatives,Smart Scene Buttons vs. app and voice controls,https://smarthome.madabase.com/guides/smart-scene-buttons-vs-alternatives,0,0,0%,,zero-impression,family-merge-or-demand-review,hold,2026-08-23,"The URL has zero impressions and belongs to a site hit by the update; review family overlap, real demand and canonical choice at Day 14 without deleting it during rollout."
expansion757,smarthome,recovery,smart-scene-buttons,fit,smart-scene-buttons-compatibility-and-fit-guide,Smart Scene Buttons: Compatibility and Fit Guide,https://smarthome.madabase.com/guides/smart-scene-buttons-compatibility-and-fit-guide,0,1,0%,2,top-10,protect-emerging-ranking,hold,now-protection-only,The page has an emerging top-ten position; preserve its exact intent and supporting path during rollout.
expansion757,smarthome,recovery,smart-scene-buttons,ownership,smart-scene-buttons-ownership-cost-and-maintenance,Smart Scene Buttons: Ownership Cost and Maintenance,https://smarthome.madabase.com/guides/smart-scene-buttons-ownership-cost-and-maintenance,0,0,0%,,zero-impression,family-merge-or-demand-review,hold,2026-08-23,"The URL has zero impressions and belongs to a site hit by the update; review family overlap, real demand and canonical choice at Day 14 without deleting it during rollout."
expansion757,smarthome,recovery,smart-scene-buttons,workflow,smart-scene-buttons-setup-and-daily-workflow,Smart Scene Buttons: Setup and Daily Workflow,https://smarthome.madabase.com/guides/smart-scene-buttons-setup-and-daily-workflow,0,3,0%,32,position-21-40,query-fit-and-evidence-review,hold,rollout-complete-plus-3-days,"Mid-pack visibility on an affected host needs exact query-fit review after rollout, not a broad template rewrite."
expansion757,smarthome,recovery,smart-home-sirens,buying,smart-home-sirens-buying-guide,Smart-home Sirens Buying Guide,https://smarthome.madabase.com/guides/smart-home-sirens-buying-guide,0,0,0%,,zero-impression,family-merge-or-demand-review,hold,2026-08-23,"The URL has zero impressions and belongs to a site hit by the update; review family overlap, real demand and canonical choice at Day 14 without deleting it during rollout."
expansion757,smarthome,recovery,smart-home-sirens,comparison,smart-home-sirens-vs-alternatives,Smart-home Sirens vs. complete monitored alarm systems,https://smarthome.madabase.com/guides/smart-home-sirens-vs-alternatives,0,1,0%,3,top-10,protect-emerging-ranking,hold,now-protection-only,The page has an emerging top-ten position; preserve its exact intent and supporting path during rollout.
expansion757,smarthome,recovery,smart-home-sirens,fit,smart-home-sirens-compatibility-and-fit-guide,Smart-home Sirens: Compatibility and Fit Guide,https://smarthome.madabase.com/guides/smart-home-sirens-compatibility-and-fit-guide,0,2,0%,25.5,position-21-40,query-fit-and-evidence-review,hold,rollout-complete-plus-3-days,"Mid-pack visibility on an affected host needs exact query-fit review after rollout, not a broad template rewrite."
expansion757,smarthome,recovery,smart-home-sirens,ownership,smart-home-sirens-ownership-cost-and-maintenance,Smart-home Sirens: Ownership Cost and Maintenance,https://smarthome.madabase.com/guides/smart-home-sirens-ownership-cost-and-maintenance,0,1,0%,7,top-10,protect-emerging-ranking,hold,now-protection-only,The page has an emerging top-ten position; preserve its exact intent and supporting path during rollout.
expansion757,smarthome,recovery,smart-home-sirens,workflow,smart-home-sirens-setup-and-daily-workflow,Smart-home Sirens: Setup and Daily Workflow,https://smarthome.madabase.com/guides/smart-home-sirens-setup-and-daily-workflow,0,0,0%,,zero-impression,family-merge-or-demand-review,hold,2026-08-23,"The URL has zero impressions and belongs to a site hit by the update; review family overlap, real demand and canonical choice at Day 14 without deleting it during rollout."
expansion757,smarthome,recovery,diy-smart-alarm-kits,buying,diy-smart-alarm-kits-buying-guide,DIY Smart Alarm Kits Buying Guide,https://smarthome.madabase.com/guides/diy-smart-alarm-kits-buying-guide,0,0,0%,,zero-impression,family-merge-or-demand-review,hold,2026-08-23,"The URL has zero impressions and belongs to a site hit by the update; review family overlap, real demand and canonical choice at Day 14 without deleting it during rollout."
expansion757,smarthome,recovery,diy-smart-alarm-kits,comparison,diy-smart-alarm-kits-vs-alternatives,DIY Smart Alarm Kits vs. professionally monitored security systems,https://smarthome.madabase.com/guides/diy-smart-alarm-kits-vs-alternatives,0,0,0%,,zero-impression,family-merge-or-demand-review,hold,2026-08-23,"The URL has zero impressions and belongs to a site hit by the update; review family overlap, real demand and canonical choice at Day 14 without deleting it during rollout."
expansion757,smarthome,recovery,diy-smart-alarm-kits,fit,diy-smart-alarm-kits-compatibility-and-fit-guide,DIY Smart Alarm Kits: Compatibility and Fit Guide,https://smarthome.madabase.com/guides/diy-smart-alarm-kits-compatibility-and-fit-guide,0,0,0%,,zero-impression,family-merge-or-demand-review,hold,2026-08-23,"The URL has zero impressions and belongs to a site hit by the update; review family overlap, real demand and canonical choice at Day 14 without deleting it during rollout."
expansion757,smarthome,recovery,diy-smart-alarm-kits,ownership,diy-smart-alarm-kits-ownership-cost-and-maintenance,DIY Smart Alarm Kits: Ownership Cost and Maintenance,https://smarthome.madabase.com/guides/diy-smart-alarm-kits-ownership-cost-and-maintenance,0,0,0%,,zero-impression,family-merge-or-demand-review,hold,2026-08-23,"The URL has zero impressions and belongs to a site hit by the update; review family overlap, real demand and canonical choice at Day 14 without deleting it during rollout."
expansion757,smarthome,recovery,diy-smart-alarm-kits,workflow,diy-smart-alarm-kits-setup-and-daily-workflow,DIY Smart Alarm Kits: Setup and Daily Workflow,https://smarthome.madabase.com/guides/diy-smart-alarm-kits-setup-and-daily-workflow,0,1,0%,36,position-21-40,query-fit-and-evidence-review,hold,rollout-complete-plus-3-days,"Mid-pack visibility on an affected host needs exact query-fit review after rollout, not a broad template rewrite."
expansion757,smarthome,recovery,indoor-security-cameras,buying,indoor-security-cameras-buying-guide,Indoor Security Cameras Buying Guide,https://smarthome.madabase.com/guides/indoor-security-cameras-buying-guide,0,0,0%,,zero-impression,family-merge-or-demand-review,hold,2026-08-23,"The URL has zero impressions and belongs to a site hit by the update; review family overlap, real demand and canonical choice at Day 14 without deleting it during rollout."
